Version;Date_measurement;RWZI_AWZI_code;RWZI_AWZI_name;RNA_per_ml;RNA_flow_per_100000
1;2020-03-30;32002;Tilburg;1837;
1;2020-03-31;3010;Assen;2254;
1;2020-03-31;1033;Garmerwolde;427;
1;2020-03-31;2032;Harlingen;869;
1;2020-03-31;2011;Leeuwarden;424;
1;2020-03-31;1008;Stadskanaal;200;
1;2020-03-31;10009;Utrecht;1826;
1;2020-03-31;4026;Zwolle;890;
1;2020-04-01;9016;Arnhem;984;
1;2020-04-01;7022;Etten;2493;
1;2020-04-01;13010;Haarlem Waarderpolder;1606;
1;2020-04-01;25020;Kaatsheuvel;2025;
1;2020-04-01;25027;Lage Zwaluwe;883;
1;2020-04-01;13030;Leimuiden;1642;
1;2020-04-01;5012;Oldenzaal;1611;
1;2020-04-01;3028;Sleen;721;
1;2020-04-01;23002;Terneuzen;732;
1;2020-04-02;12022;Beverwijk;1041;
1;2020-04-02;30007;Bosscherveld;4350;
1;2020-04-02;30020;Venray;1802;
1;2020-04-05;10027;Amersfoort;1344;
1;2020-04-05;27008;'S Hertogenbosch;1689;
1;2020-04-05;29003;Land Van Cuijk;4264;
1;2020-04-05;6004;Lelystad;729;
1;2020-04-05;23002;Terneuzen;1336;
1;2020-04-05;4027;Tollebeek;1668;
1;2020-04-06;28005;Dinther;3224;
1;2020-04-06;32002;Tilburg;222;
1;2020-04-07;9016;Arnhem;175;
1;2020-04-07;3010;Assen;74;
1;2020-04-07;1033;Garmerwolde;951;
1;2020-04-07;13010;Haarlem Waarderpolder;1546;
1;2020-04-07;2032;Harlingen;321;
1;2020-04-07;2011;Leeuwarden;903;
1;2020-04-07;13030;Leimuiden;870;
1;2020-04-07;1008;Stadskanaal;37;
1;2020-04-07;10009;Utrecht;1484;
1;2020-04-07;21001;Walcheren;1053;
1;2020-04-07;4026;Zwolle;1844;
1;2020-04-08;12022;Beverwijk;1093;
1;2020-04-08;7022;Etten;2199;
1;2020-04-08;25020;Kaatsheuvel;1585;
1;2020-04-08;25027;Lage Zwaluwe;1990;
1;2020-04-08;6004;Lelystad;1658;
1;2020-04-08;30007;Bosscherveld;4706;
1;2020-04-08;5012;Oldenzaal;785;
1;2020-04-08;3028;Sleen;128;
1;2020-04-08;4027;Tollebeek;1858;
1;2020-04-08;30020;Venray;991;
1;2020-04-09;27008;'S Hertogenbosch;820;
1;2020-04-09;28005;Dinther;1913;
1;2020-04-10;9016;Arnhem;892;
1;2020-04-13;10027;Amersfoort;815;
1;2020-04-13;1033;Garmerwolde;75;
1;2020-04-13;13010;Haarlem Waarderpolder;271;
1;2020-04-13;15005;Houtrust;797;
1;2020-04-13;29003;Land Van Cuijk;3663;
1;2020-04-13;13030;Leimuiden;485;
1;2020-04-13;32002;Tilburg;2538;
1;2020-04-14;3010;Assen;18;
1;2020-04-14;2011;Leeuwarden;58;
1;2020-04-14;1008;Stadskanaal;146;
1;2020-04-14;10009;Utrecht;552;
1;2020-04-14;21001;Walcheren;168;
1;2020-04-14;4026;Zwolle;757;
1;2020-04-15;12022;Beverwijk;332;
1;2020-04-15;7022;Etten;711;
1;2020-04-15;29003;Land Van Cuijk;593;
1;2020-04-15;6004;Lelystad;476;
1;2020-04-15;30007;Bosscherveld;972;
1;2020-04-15;5012;Oldenzaal;394;
1;2020-04-15;3028;Sleen;37;
1;2020-04-15;4027;Tollebeek;1217;
1;2020-04-15;30020;Venray;395;
1;2020-04-16;27008;'S Hertogenbosch;632;
1;2020-04-16;28005;Dinther;808;
1;2020-04-16;25020;Kaatsheuvel;253;
1;2020-04-16;25027;Lage Zwaluwe;390;
1;2020-04-16;23002;Terneuzen;86;
1;2020-04-17;9016;Arnhem;32;
1;2020-04-19;10027;Amersfoort;293;
1;2020-04-19;13030;Leimuiden;312;
1;2020-04-20;13010;Haarlem Waarderpolder;91;
1;2020-04-20;15005;Houtrust;245;
1;2020-04-20;32002;Tilburg;412;
1;2020-04-21;3010;Assen;37;
1;2020-04-21;2032;Harlingen;1050;
1;2020-04-21;2011;Leeuwarden;114;
1;2020-04-21;6004;Lelystad;490;
1;2020-04-21;1008;Stadskanaal;63;
1;2020-04-21;23002;Terneuzen;485;
1;2020-04-21;10009;Utrecht;347;
1;2020-04-21;4026;Zwolle;277;
1;2020-04-22;12022;Beverwijk;173;
1;2020-04-22;7022;Etten;1250;
1;2020-04-22;1033;Garmerwolde;372;
1;2020-04-22;25020;Kaatsheuvel;420;
1;2020-04-22;25027;Lage Zwaluwe;233;
1;2020-04-22;30007;Bosscherveld;861;
1;2020-04-22;5012;Oldenzaal;174;
1;2020-04-22;3028;Sleen;4083;
1;2020-04-22;30020;Venray;564;
1;2020-04-22;21001;Walcheren;82;
1;2020-04-23;27008;'S Hertogenbosch;532;
1;2020-04-23;28005;Dinther;1698;
1;2020-04-23;29003;Land Van Cuijk;751;
1;2020-04-23;4027;Tollebeek;9475;
1;2020-04-26;13010;Haarlem Waarderpolder;135;
1;2020-04-27;10027;Amersfoort;526;
1;2020-04-27;15005;Houtrust;447;
1;2020-04-27;13030;Leimuiden;419;
1;2020-04-27;6004;Lelystad;439;
1;2020-04-27;32002;Tilburg;561;
1;2020-04-28;9016;Arnhem;80;
1;2020-04-28;3010;Assen;52;
1;2020-04-28;2032;Harlingen;93;
1;2020-04-28;29003;Land Van Cuijk;607;
1;2020-04-28;2011;Leeuwarden;119;
1;2020-04-28;1008;Stadskanaal;26;
1;2020-04-28;23002;Terneuzen;723;
1;2020-04-28;10009;Utrecht;370;
1;2020-04-28;4026;Zwolle;338;
1;2020-04-29;12022;Beverwijk;90;
1;2020-04-29;28005;Dinther;382;
1;2020-04-29;7022;Etten;244;
1;2020-04-29;1033;Garmerwolde;71;
1;2020-04-29;25020;Kaatsheuvel;875;
1;2020-04-29;25027;Lage Zwaluwe;52;
1;2020-04-29;30007;Bosscherveld;513;
1;2020-04-29;5012;Oldenzaal;18;
1;2020-04-29;3028;Sleen;64;
1;2020-04-29;4027;Tollebeek;684;
1;2020-04-29;30020;Venray;177;
1;2020-04-29;21001;Walcheren;65;
1;2020-04-30;9016;Arnhem;428;
1;2020-04-30;15005;Houtrust;102;
1;2020-05-01;13010;Haarlem Waarderpolder;57;
1;2020-05-03;10027;Amersfoort;112;
1;2020-05-03;9016;Arnhem;250;
1;2020-05-03;29003;Land Van Cuijk;460;
1;2020-05-05;3010;Assen;0;
1;2020-05-05;27008;'S Hertogenbosch;273;
1;2020-05-05;28005;Dinther;581;
1;2020-05-05;2032;Harlingen;0;
1;2020-05-05;15005;Houtrust;293;
1;2020-05-05;2011;Leeuwarden;43;
1;2020-05-05;1008;Stadskanaal;334;
1;2020-05-05;32002;Tilburg;262;
1;2020-05-05;4027;Tollebeek;1125;
1;2020-05-05;10009;Utrecht;229;
1;2020-05-05;4026;Zwolle;113;
1;2020-05-06;12022;Beverwijk;18;
1;2020-05-06;7022;Etten;264;
1;2020-05-06;1033;Garmerwolde;385;
1;2020-05-06;25020;Kaatsheuvel;380;
1;2020-05-06;25027;Lage Zwaluwe;459;
1;2020-05-06;13030;Leimuiden;90;
1;2020-05-06;6004;Lelystad;335;
1;2020-05-06;30007;Bosscherveld;516;
1;2020-05-06;5012;Oldenzaal;38;
1;2020-05-06;3028;Sleen;0;
1;2020-05-06;23002;Terneuzen;651;
1;2020-05-06;30020;Venray;337;
1;2020-05-06;21001;Walcheren;105;
1;2020-05-07;9016;Arnhem;0;
1;2020-05-07;13010;Haarlem Waarderpolder;318;
1;2020-05-09;6004;Lelystad;222;
1;2020-05-10;10027;Amersfoort;0;
1;2020-05-10;27008;'S Hertogenbosch;405;
1;2020-05-10;28005;Dinther;260;
1;2020-05-10;29003;Land Van Cuijk;92;
1;2020-05-11;9016;Arnhem;15;
1;2020-05-11;1033;Garmerwolde;43;
1;2020-05-11;15005;Houtrust;680;
1;2020-05-11;13030;Leimuiden;24;
1;2020-05-11;32002;Tilburg;283;
1;2020-05-11;4027;Tollebeek;716;
1;2020-05-11;21001;Walcheren;51;
1;2020-05-12;3010;Assen;16;
1;2020-05-12;2032;Harlingen;0;
1;2020-05-12;2011;Leeuwarden;53;
1;2020-05-12;1008;Stadskanaal;0;
1;2020-05-12;10009;Utrecht;258;
1;2020-05-12;4026;Zwolle;108;
1;2020-05-13;12022;Beverwijk;47;
1;2020-05-13;27008;'S Hertogenbosch;76;
1;2020-05-13;7022;Etten;0;
1;2020-05-13;13010;Haarlem Waarderpolder;0;
1;2020-05-13;25020;Kaatsheuvel;42;
1;2020-05-13;25027;Lage Zwaluwe;102;
1;2020-05-13;30007;Bosscherveld;240;
1;2020-05-13;5012;Oldenzaal;165;
1;2020-05-13;3028;Sleen;535;
1;2020-05-13;23002;Terneuzen;146;
1;2020-05-13;30020;Venray;0;
1;2020-05-15;6004;Lelystad;265;
1;2020-05-16;21001;Walcheren;52;
1;2020-05-17;10027;Amersfoort;209;
1;2020-05-17;9016;Arnhem;89;
1;2020-05-17;27008;'S Hertogenbosch;188;
1;2020-05-17;28005;Dinther;165;
1;2020-05-17;15005;Houtrust;758;
1;2020-05-17;4027;Tollebeek;160;
1;2020-05-18;32002;Tilburg;211;
1;2020-05-19;3010;Assen;0;
1;2020-05-19;13010;Haarlem Waarderpolder;0;
1;2020-05-19;2032;Harlingen;0;
1;2020-05-19;29003;Land Van Cuijk;397;
1;2020-05-19;2011;Leeuwarden;0;
1;2020-05-19;1008;Stadskanaal;0;
1;2020-05-19;10009;Utrecht;297;
1;2020-05-19;4026;Zwolle;83;
1;2020-05-20;13030;Leimuiden;68;
1;2020-05-21;12022;Beverwijk;123;
1;2020-05-21;7022;Etten;2130;
1;2020-05-21;25020;Kaatsheuvel;428;
1;2020-05-21;25027;Lage Zwaluwe;0;
1;2020-05-21;6004;Lelystad;278;
1;2020-05-21;30007;Bosscherveld;968;
1;2020-05-21;5012;Oldenzaal;0;
1;2020-05-21;3028;Sleen;0;
1;2020-05-21;30020;Venray;0;
1;2020-05-22;1033;Garmerwolde;108;
1;2020-05-22;23002;Terneuzen;0;
1;2020-05-22;21001;Walcheren;0;
1;2020-05-23;4027;Tollebeek;63;
1;2020-05-24;10027;Amersfoort;0;
1;2020-05-24;15005;Houtrust;662;
1;2020-05-25;9016;Arnhem;731;
1;2020-05-25;13010;Haarlem Waarderpolder;0;
1;2020-05-25;29003;Land Van Cuijk;91;
1;2020-05-25;13030;Leimuiden;84;
1;2020-05-25;32002;Tilburg;173;
1;2020-05-26;3010;Assen;0;
1;2020-05-26;1033;Garmerwolde;0;
1;2020-05-26;2032;Harlingen;0;
1;2020-05-26;2011;Leeuwarden;0;
1;2020-05-26;1008;Stadskanaal;0;
1;2020-05-26;10009;Utrecht;514;
1;2020-05-26;4026;Zwolle;21;
1;2020-05-27;12022;Beverwijk;0;
1;2020-05-27;7022;Etten;0;
1;2020-05-27;6004;Lelystad;267;
1;2020-05-27;30007;Bosscherveld;2332;
1;2020-05-27;5012;Oldenzaal;0;
1;2020-05-27;3028;Sleen;0;
1;2020-05-27;30020;Venray;308;
1;2020-05-28;25020;Kaatsheuvel;60;
1;2020-05-28;25027;Lage Zwaluwe;44;
1;2020-05-28;23002;Terneuzen;45;
1;2020-05-29;3010;Assen;0;
1;2020-05-29;1008;Stadskanaal;50;
1;2020-05-29;4027;Tollebeek;56;
1;2020-06-01;10027;Amersfoort;0;
1;2020-06-01;13030;Leimuiden;0;
1;2020-06-01;5012;Oldenzaal;0;
1;2020-06-01;32002;Tilburg;437;
1;2020-06-02;13010;Haarlem Waarderpolder;0;
1;2020-06-02;2032;Harlingen;0;
1;2020-06-02;29003;Land Van Cuijk;487;
1;2020-06-02;6004;Lelystad;226;
1;2020-06-02;10009;Utrecht;0;
1;2020-06-02;4026;Zwolle;180;
1;2020-06-03;27008;'S Hertogenbosch;220;
1;2020-06-03;28005;Dinther;263;
1;2020-06-03;7022;Etten;196;
1;2020-06-03;1033;Garmerwolde;110;
1;2020-06-03;25020;Kaatsheuvel;417;
1;2020-06-03;30007;Bosscherveld;763;
1;2020-06-03;30020;Venray;263;
1;2020-06-04;9016;Arnhem;25;
1;2020-06-04;12022;Beverwijk;417;
1;2020-06-04;2011;Leeuwarden;0;
1;2020-06-05;15005;Houtrust;109;
1;2020-06-05;3028;Sleen;0;
1;2020-06-06;23002;Terneuzen;0;
1;2020-06-06;21001;Walcheren;19;
1;2020-06-07;10027;Amersfoort;56;
1;2020-06-07;13010;Haarlem Waarderpolder;0;
1;2020-06-07;4027;Tollebeek;35;
1;2020-06-08;1033;Garmerwolde;29;
1;2020-06-08;6004;Lelystad;456;
1;2020-06-08;32002;Tilburg;0;
1;2020-06-09;3010;Assen;0;
1;2020-06-09;27008;'S Hertogenbosch;112;
1;2020-06-09;28005;Dinther;143;
1;2020-06-09;13030;Leimuiden;0;
1;2020-06-09;1008;Stadskanaal;88;
1;2020-06-09;10009;Utrecht;128;
1;2020-06-10;9016;Arnhem;40;
1;2020-06-10;12022;Beverwijk;0;
1;2020-06-10;7022;Etten;0;
1;2020-06-10;15005;Houtrust;299;
1;2020-06-10;25027;Lage Zwaluwe;0;
1;2020-06-10;29003;Land Van Cuijk;184;
1;2020-06-10;30007;Bosscherveld;399;
1;2020-06-10;5012;Oldenzaal;0;
1;2020-06-10;30020;Venray;29;
1;2020-06-10;4026;Zwolle;0;
1;2020-06-11;25020;Kaatsheuvel;157;
1;2020-06-11;4027;Tollebeek;567;
1;2020-06-11;21001;Walcheren;246;
1;2020-06-12;2032;Harlingen;0;
1;2020-06-12;2011;Leeuwarden;0;
1;2020-06-14;10027;Amersfoort;369;
1;2020-06-14;1033;Garmerwolde;0;
1;2020-06-14;23002;Terneuzen;0;
1;2020-06-15;27008;'S Hertogenbosch;0;
1;2020-06-15;28005;Dinther;0;
1;2020-06-15;13010;Haarlem Waarderpolder;0;
1;2020-06-15;15005;Houtrust;153;
1;2020-06-15;13030;Leimuiden;0;
1;2020-06-15;32002;Tilburg;94;
1;2020-06-15;4026;Zwolle;65;
1;2020-06-16;9016;Arnhem;196;
1;2020-06-16;12022;Beverwijk;0;
1;2020-06-16;25027;Lage Zwaluwe;73;
1;2020-06-16;10009;Utrecht;168;
1;2020-06-17;3010;Assen;0;
1;2020-06-17;7022;Etten;0;
1;2020-06-17;2032;Harlingen;0;
1;2020-06-17;29003;Land Van Cuijk;94;
1;2020-06-17;2011;Leeuwarden;81;
1;2020-06-17;30007;Bosscherveld;46;
1;2020-06-17;1008;Stadskanaal;0;
1;2020-06-17;4027;Tollebeek;0;
1;2020-06-17;30020;Venray;29;
1;2020-06-18;25020;Kaatsheuvel;0;
1;2020-06-18;5012;Oldenzaal;0;
1;2020-06-18;3028;Sleen;0;
1;2020-06-18;23002;Terneuzen;0;
1;2020-06-18;21001;Walcheren;0;
1;2020-06-19;1033;Garmerwolde;0;
1;2020-06-21;10027;Amersfoort;0;
1;2020-06-21;27008;'S Hertogenbosch;80;
1;2020-06-21;28005;Dinther;304;
1;2020-06-21;13010;Haarlem Waarderpolder;0;
1;2020-06-21;2011;Leeuwarden;0;
1;2020-06-21;6004;Lelystad;90;
1;2020-06-22;9016;Arnhem;0;
1;2020-06-22;12022;Beverwijk;0;
1;2020-06-22;15005;Houtrust;0;
1;2020-06-22;13030;Leimuiden;30;
1;2020-06-22;32002;Tilburg;50;
1;2020-06-23;3010;Assen;0;
1;2020-06-23;25020;Kaatsheuvel;135;
1;2020-06-23;25027;Lage Zwaluwe;0;
1;2020-06-23;5012;Oldenzaal;0;
1;2020-06-23;3028;Sleen;0;
1;2020-06-23;1008;Stadskanaal;0;
1;2020-06-23;4027;Tollebeek;129;
1;2020-06-23;10009;Utrecht;24;
1;2020-06-23;21001;Walcheren;0;
1;2020-06-23;4026;Zwolle;0;
1;2020-06-24;7022;Etten;0;
1;2020-06-24;30007;Bosscherveld;0;
1;2020-06-24;23002;Terneuzen;0;
1;2020-06-24;30020;Venray;0;
1;2020-06-27;13010;Haarlem Waarderpolder;142;
1;2020-06-27;2032;Harlingen;0;
1;2020-06-27;6004;Lelystad;0;
1;2020-06-28;10027;Amersfoort;0;
1;2020-06-28;9016;Arnhem;0;
1;2020-06-28;12022;Beverwijk;0;
1;2020-06-28;27008;'S Hertogenbosch;0;
1;2020-06-28;28005;Dinther;66;
1;2020-06-28;1033;Garmerwolde;0;
1;2020-06-28;15005;Houtrust;287;
1;2020-06-28;29003;Land Van Cuijk;0;
1;2020-06-28;21001;Walcheren;0;
1;2020-06-29;13030;Leimuiden;137;
1;2020-06-29;23002;Terneuzen;0;
1;2020-06-29;32002;Tilburg;0;
1;2020-06-29;4027;Tollebeek;38;
1;2020-06-30;5012;Oldenzaal;0;
1;2020-06-30;3028;Sleen;0;
1;2020-06-30;10009;Utrecht;0;
1;2020-06-30;4026;Zwolle;23;
1;2020-07-01;7022;Etten;0;
1;2020-07-01;25020;Kaatsheuvel;0;
1;2020-07-01;25027;Lage Zwaluwe;0;
1;2020-07-01;29003;Land Van Cuijk;0;
1;2020-07-01;30007;Bosscherveld;0;
1;2020-07-01;30020;Venray;0;
1;2020-07-02;3010;Assen;0;
1;2020-07-02;27008;'S Hertogenbosch;172;
1;2020-07-02;28005;Dinther;0;
1;2020-07-02;1008;Stadskanaal;0;
1;2020-07-05;10027;Amersfoort;0;
1;2020-07-05;9016;Arnhem;0;
1;2020-07-05;12022;Beverwijk;0;
1;2020-07-05;13010;Haarlem Waarderpolder;0;
1;2020-07-05;2032;Harlingen;0;
1;2020-07-05;2011;Leeuwarden;0;
1;2020-07-05;23002;Terneuzen;0;
1;2020-07-06;15005;Houtrust;174;
1;2020-07-06;3028;Sleen;0;
1;2020-07-06;32002;Tilburg;0;
1;2020-07-07;1034;Feerwerd;0;
1;2020-07-07;25020;Kaatsheuvel;0;
1;2020-07-07;25027;Lage Zwaluwe;0;
1;2020-07-07;29003;Land Van Cuijk;0;
1;2020-07-07;13033;Leiden Zuid-West;0;
1;2020-07-07;10009;Utrecht;138;
1;2020-07-07;21001;Walcheren;0;
1;2020-07-07;4026;Zwolle;0;
1;2020-07-08;27008;'S Hertogenbosch;156;
1;2020-07-08;28005;Dinther;100;
1;2020-07-08;7022;Etten;0;
1;2020-07-08;1033;Garmerwolde;0;
1;2020-07-08;13030;Leimuiden;0;
1;2020-07-08;6004;Lelystad;0;
1;2020-07-08;30007;Bosscherveld;0;
1;2020-07-08;4027;Tollebeek;0;
1;2020-07-08;30020;Venray;0;
1;2020-07-09;3010;Assen;0;
1;2020-07-09;12022;Beverwijk;0;
1;2020-07-09;1008;Stadskanaal;0;
1;2020-07-10;9016;Arnhem;0;
1;2020-07-11;13010;Haarlem Waarderpolder;0;
1;2020-07-12;10027;Amersfoort;0;
1;2020-07-12;2032;Harlingen;0;
1;2020-07-12;2011;Leeuwarden;0;
1;2020-07-12;4027;Tollebeek;0;
1;2020-07-13;1033;Garmerwolde;78;
1;2020-07-13;25020;Kaatsheuvel;50;
1;2020-07-13;25027;Lage Zwaluwe;0;
1;2020-07-13;29003;Land Van Cuijk;0;
1;2020-07-13;23002;Terneuzen;172;
1;2020-07-13;32002;Tilburg;120;
1;2020-07-13;21001;Walcheren;0;
1;2020-07-13;15005;Houtrust;199;
1;2020-07-14;27008;'S Hertogenbosch;0;
1;2020-07-14;28005;Dinther;0;
1;2020-07-14;6004;Lelystad;0;
1;2020-07-14;10009;Utrecht;98;
1;2020-07-14;5012;Oldenzaal;0;
1;2020-07-15;9016;Arnhem;0;
1;2020-07-15;12022;Beverwijk;0;
1;2020-07-15;7022;Etten;0;
1;2020-07-15;13030;Leimuiden;0;
1;2020-07-15;30007;Bosscherveld;0;
1;2020-07-15;3028;Sleen;0;
1;2020-07-15;30020;Venray;0;
1;2020-07-15;4026;Zwolle;0;
1;2020-07-16;3010;Assen;0;
1;2020-07-16;13010;Haarlem Waarderpolder;0;
1;2020-07-16;13033;Leiden Zuid-West;260;
1;2020-07-16;1008;Stadskanaal;0;
1;2020-07-17;2015;Gorredijk;0;
1;2020-07-17;4027;Tollebeek;0;
1;2020-07-18;10027;Amersfoort;141;
1;2020-07-18;15007;De Groote Lucht;25;
1;2020-07-18;10008;Driebergen;0;
1;2020-07-18;8021;Ede;0;
1;2020-07-18;32002;Tilburg;187;
1;2020-07-18;10020;Woudenberg;0;
1;2020-07-19;9017;Bergharen;136;
1;2020-07-19;29003;Land Van Cuijk;0;
1;2020-07-19;17011;Ridderkerk;391;
1;2020-07-19;21001;Walcheren;0;
1;2020-07-20;28003;Aarle-Rixtel;345;
1;2020-07-20;8022;Apeldoorn;0;
1;2020-07-20;9013;Asperen;127;
1;2020-07-20;28002;Asten;20;
1;2020-07-20;27008;'S Hertogenbosch;47;
1;2020-07-20;28005;Dinther;0;
1;2020-07-20;8017;Epe;0;
1;2020-07-20;1033;Garmerwolde;171;
1;2020-07-20;15008;Harnaschpolder;132;
1;2020-07-20;15005;Houtrust;207;
1;2020-07-20;6004;Lelystad;113;
1;2020-07-20;17054;Piershil;0;
1;2020-07-20;27010;Sint-Oedenrode;0;
1;2020-07-20;2037;Warns;76;
1;2020-07-21;12006;Alkmaar;136;
1;2020-07-21;11014;Amsterdam West;434;
1;2020-07-21;25021;Bath;0;
1;2020-07-21;12022;Beverwijk;0;
1;2020-07-21;11008;Blaricum;0;
1;2020-07-21;4019;Deventer;345;
1;2020-07-21;3033;Echten;0;
1;2020-07-21;5002;Enschede;0;
1;2020-07-21;2038;Franeker;0;
1;2020-07-21;2032;Harlingen;0;
1;2020-07-21;25020;Kaatsheuvel;2572;
1;2020-07-21;4023;Kampen;0;
1;2020-07-21;25027;Lage Zwaluwe;0;
1;2020-07-21;2011;Leeuwarden;0;
1;2020-07-21;10037;Loenen;0;
1;2020-07-21;25017;Nieuwveer;195;
1;2020-07-21;25013;Riel;970;
1;2020-07-21;3027;Smilde;0;
1;2020-07-22;9016;Arnhem;35;
1;2020-07-22;2021;Damwoude;0;
1;2020-07-22;2012;Drachten;0;
1;2020-07-22;7022;Etten;0;
1;2020-07-22;13010;Haarlem Waarderpolder;0;
1;2020-07-22;2022;Joure;0;
1;2020-07-22;13033;Leiden Zuid-West;0;
1;2020-07-22;13030;Leimuiden;0;
1;2020-07-22;30007;Bosscherveld;0;
1;2020-07-22;13038;Nieuwveen;0;
1;2020-07-22;9024;Nijmegen;0;
1;2020-07-22;30023;Panheel;0;
1;2020-07-22;30011;Simpelveld;0;
1;2020-07-22;30022;Susteren;0;
1;2020-07-22;23002;Terneuzen;51;
1;2020-07-22;10009;Utrecht;495;
1;2020-07-22;30017;Venlo;30;
1;2020-07-22;30020;Venray;74;
1;2020-07-22;7016;Winterswijk;0;
1;2020-07-23;3010;Assen;0;
1;2020-07-23;16010;Kralingseveer;1009;
1;2020-07-23;12023;Den Helder;472;
1;2020-07-23;5012;Oldenzaal;0;
1;2020-07-23;1039;Scheemda;0;
1;2020-07-23;3028;Sleen;0;
1;2020-07-23;1008;Stadskanaal;0;
1;2020-07-23;4027;Tollebeek;0;
1;2020-07-23;3023;Tweede Exloermond;0;
1;2020-07-23;12021;Wervershoof;0;
1;2020-07-23;12018;Wieringen;0;
1;2020-07-23;6006;Zeewolde;0;
1;2020-07-24;10027;Amersfoort;0;
1;2020-07-24;5025;Den Ham;349;
1;2020-07-24;8021;Ede;0;
1;2020-07-24;4024;Hardenberg;0;
1;2020-07-24;10020;Woudenberg;0;
1;2020-07-25;29003;Land Van Cuijk;144;
1;2020-07-25;18006;Westerschouwen;232;
1;2020-07-26;28003;Aarle-Rixtel;177;
1;2020-07-26;9016;Arnhem;0;
1;2020-07-26;3010;Assen;0;
1;2020-07-26;27008;'S Hertogenbosch;49;
1;2020-07-26;28005;Dinther;729;
1;2020-07-26;8017;Epe;0;
1;2020-07-26;1034;Feerwerd;0;
1;2020-07-26;1033;Garmerwolde;0;
1;2020-07-26;6004;Lelystad;825;
1;2020-07-26;9024;Nijmegen;0;
1;2020-07-26;10009;Utrecht;0;
1;2020-07-26;6006;Zeewolde;407;
1;2020-07-27;12006;Alkmaar;894;
1;2020-07-27;11014;Amsterdam West;1226;
1;2020-07-27;12022;Beverwijk;68;
1;2020-07-27;11008;Blaricum;0;
1;2020-07-27;4019;Deventer;0;
1;2020-07-27;2012;Drachten;0;
1;2020-07-27;5002;Enschede;243;
1;2020-07-27;2038;Franeker;0;
1;2020-07-27;2032;Harlingen;315;
1;2020-07-27;15008;Harnaschpolder;953;
1;2020-07-27;15005;Houtrust;862;
1;2020-07-27;4023;Kampen;152;
1;2020-07-27;10037;Loenen;0;
1;2020-07-27;17011;Ridderkerk;211;
1;2020-07-27;4026;Zwolle;0;
1;2020-07-28;9013;Asperen;770;
1;2020-07-28;28002;Asten;20;
1;2020-07-28;25021;Bath;172;
1;2020-07-28;9017;Bergharen;0;
1;2020-07-28;2021;Damwoude;0;
1;2020-07-28;13010;Haarlem Waarderpolder;167;
1;2020-07-28;25020;Kaatsheuvel;218;
1;2020-07-28;25027;Lage Zwaluwe;0;
1;2020-07-28;2011;Leeuwarden;129;
1;2020-07-28;13033;Leiden Zuid-West;219;
1;2020-07-28;25017;Nieuwveer;0;
1;2020-07-28;17054;Piershil;0;
1;2020-07-28;25012;Putte;32;
1;2020-07-28;25013;Riel;673;
1;2020-07-28;23002;Terneuzen;0;
1;2020-07-29;16010;Kralingseveer;2644;
1;2020-07-29;15007;De Groote Lucht;93;
1;2020-07-29;12023;Den Helder;0;
1;2020-07-29;10008;Driebergen;0;
1;2020-07-29;3033;Echten;0;
1;2020-07-29;7022;Etten;0;
1;2020-07-29;13030;Leimuiden;0;
1;2020-07-29;30007;Bosscherveld;105;
1;2020-07-29;13038;Nieuwveen;0;
1;2020-07-29;5012;Oldenzaal;0;
1;2020-07-29;30023;Panheel;0;
1;2020-07-29;30011;Simpelveld;0;
1;2020-07-29;3028;Sleen;0;
1;2020-07-29;3027;Smilde;0;
1;2020-07-29;27010;Sint-Oedenrode;0;
1;2020-07-29;30022;Susteren;248;
1;2020-07-29;32002;Tilburg;347;
1;2020-07-29;4027;Tollebeek;0;
1;2020-07-29;30017;Venlo;0;
1;2020-07-29;30020;Venray;149;
1;2020-07-29;12021;Wervershoof;144;
1;2020-07-29;12018;Wieringen;132;
1;2020-07-29;7016;Winterswijk;60;
1;2020-07-30;10027;Amersfoort;70;
1;2020-07-30;8021;Ede;379;
1;2020-07-30;2015;Gorredijk;124;
1;2020-07-30;2022;Joure;0;
1;2020-07-30;21001;Walcheren;150;
1;2020-07-30;18006;Westerschouwen;97;
1;2020-07-30;10020;Woudenberg;0;
1;2020-07-31;29003;Land Van Cuijk;197;
1;2020-08-01;28003;Aarle-Rixtel;334;
1;2020-08-01;8022;Apeldoorn;49;
1;2020-08-01;3010;Assen;0;
1;2020-08-01;27008;'S Hertogenbosch;526;
1;2020-08-01;28005;Dinther;310;
1;2020-08-01;8017;Epe;387;
1;2020-08-01;2038;Franeker;0;
1;2020-08-01;1033;Garmerwolde;156;
1;2020-08-01;2032;Harlingen;0;
1;2020-08-01;2022;Joure;0;
1;2020-08-01;6004;Lelystad;399;
1;2020-08-01;1039;Scheemda;0;
1;2020-08-01;1008;Stadskanaal;152;
1;2020-08-01;3023;Tweede Exloermond;0;
1;2020-08-01;6006;Zeewolde;0;
1;2020-08-02;12006;Alkmaar;493;
1;2020-08-02;11014;Amsterdam West;470;
1;2020-08-02;9017;Bergharen;0;
1;2020-08-02;12022;Beverwijk;87;
1;2020-08-02;4019;Deventer;609;
1;2020-08-02;10008;Driebergen;0;
1;2020-08-02;3033;Echten;90;
1;2020-08-02;5002;Enschede;78;
1;2020-08-02;4023;Kampen;0;
1;2020-08-02;2011;Leeuwarden;0;
1;2020-08-02;13033;Leiden Zuid-West;0;
1;2020-08-02;3027;Smilde;0;
